pressure,bias,flow,Cu,Zr,V,Nb,Ti,Hf,Al,Fe,Co,Ni,Cr,Mo,Mn,W,Ta,Hardness,Modulus
0.5358024358415958,0.5129522718259523,0.37230118013882507,0.15178114375706145,0.18263167944848063,0.14118294447509314,0.1320524019278449,0.07914818983963934,0.31320364055188055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.4528986356614896,0.4731360628526554,0.6748222581908857,0.06256167089513552,0.11583363045386147,0.30297680921376163,0.13528538257646236,0.06067960603391012,0.3226629008268689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.27791360145957855,0.418737968976024,0.32787395082130055,0.2765514198519158,0.1678878212486401,0.10808313886697409,0.14166261411666978,0.05875483133366013,0.24706017458214008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.21454656499214897,0.39743439714219153,0.2431755109839041,0.07078489165024864,0.12767976186434385,0.17865598529854335,0.16664624482216847,0.13136499575723468,0.324868120607461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.58980160665243,0.10705713515696813,0.7581652367624111,0.1475483369097412,0.22483588786667352,0.18264559662782512,0.12201072611453005,0.05146132904807657,0.27149812343315366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.3293397878606117,0.6658748215969985,0.5652253718420862,0.11486771566476425,0.1674970826276166,0.11395983678881597,0.19515329878645224,0.12682332068269278,0.2816987454496582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.3818307968218143,0.6279232864364653,0.8223594169016791,0.1687962703025602,0.13806742200915847,0.22821938545707923,0.16376763885764103,0.055000579854427266,0.24614870351913382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5336178448544214,0.877267792999798,0.5572624726833978,0.09463013495457367,0.1989030850360061,0.23941210557596873,0.14771838546290272,0.06344975331134955,0.25588653565919933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5441741179117211,0.3055389723011852,0.489121019134526,0.18115270234945646,0.19390196304772342,0.13203620451135917,0.1370323130112192,0.10479399697658721,0.2510828201036545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.176247724874276,140.7180833333333
0.505604723699043,0.579207196803762,0.586972145072706,0.14247687568372058,0.1639057493300607,0.1814121834917323,0.09582175140025857,0.14292502588420344,0.2734584142100244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.22970964211748002,0.38886932024157694,0.5308394142928675,0.22919131316993174,0.17567046094360161,0.12503601281720425,0.12167645631388714,0.10216631907864329,0.24625943767673208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.4840577171613619,0.6556828887382421,0.9732691339839037,0.05711036467501341,0.203123688894274,0.1918083496739056,0.1620861290067811,0.1244497971497433,0.2614216706002826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5557648330120725,0.6979092593762137,0.7040056050752048,0.22182127013878455,0.12309187869625783,0.14370167113932938,0.13885916566441087,0.08697810893872612,0.28554790542249125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5282135736715792,0.0350105719599918,0.8204749419221837,0.10518975250678889,0.12652199872349454,0.24163334296254732,0.14922759171879538,0.09588721528315496,0.28154009880521896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.770499999999998,104.7
0.3266259359529341,0.9449884186832653,0.1573819725494776,0.10129051980948968,0.17285297167555835,0.08045220658716269,0.07814085636281566,0.29231971823421465,0.27494372733075895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5557959084655713,0.04314538928533951,0.9506488200792792,0.1929660749406937,0.26563746968094215,0.10998093067819027,0.10437313470189495,0.07383895285955523,0.2532034371387238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.49643166053457644,0.9028875879955228,0.21335406404067647,0.11639735513606905,0.23006601440103983,0.10478695292364842,0.10986431976674624,0.1413146508844525,0.297570706888044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.21650852279009158,0.42480020706758603,0.3952245268368605,0.1964032286626925,0.12647947884305918,0.14669119483900459,0.19006456580041803,0.09309258265516747,0.24726894919965814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.2673732976811871,0.20562994262855183,0.27971939144000124,0.22796477572636953,0.1162218235317926,0.13884128701651924,0.168626479250356,0.07487006427907396,0.27347557019588875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.36992812531289243,0.5896309128775106,0.2998935426888292,0.12553887065919156,0.15061499229983394,0.2625214244376451,0.14475130012418447,0.06307364317606685,0.25349976930307805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5121427247802212,0.3735435776686231,0.9701920117030046,0.08258658177086821,0.16687983209954935,0.09682115841653183,0.25417294450930017,0.13811624806931774,0.26142323513443266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.45727476211693485,0.6208434851290576,0.695352908770691,0.19453490957001518,0.15065948769518012,0.11874398724456953,0.13477934612337691,0.09891723921039991,0.3023650301564584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5223744854937831,0.6082925050719951,0.8036685575717607,0.051402549128197146,0.31093889132633545,0.10127174239371502,0.2126488743348352,0.05813327998319314,0.265604662833724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.3954485196397164,0.5388853632099216,0.853956809481604,0.2124783657490278,0.14636632116411535,0.1275982207597217,0.13482273518593893,0.09781242455234734,0.28092193258884895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5451115150376902,0.9059128434384752,0.29947590388526313,0.1665505936691907,0.12817344764055622,0.16876484053725657,0.1253722188473186,0.125888188808288,0.28525071049739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.46206319557176945,0.21728233307355993,0.8309396018752158,0.11890526866957794,0.11087876933031539,0.19629035923254998,0.19136584725754194,0.09644044484353156,0.28611931066648316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.49026285219426324,0.9955619550710231,0.20667843745402759,0.06882957831342451,0.22194812318280158,0.15420371842641506,0.07110907609358097,0.16975630079195841,0.31415320319181955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.456557174026026,0.39804813335974143,0.8489420018565738,0.05617986531311373,0.16773281577632784,0.09512302433300776,0.2614720670433632,0.13594826742878957,0.283543960105398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.2241463862477695,0.9780313731198313,0.07691051319813891,0.08291955062322169,0.18211095304138578,0.2166907406033059,0.0513029163353544,0.17501368586448976,0.29196215353224253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.30208209417606846,0.07243332650485323,0.34543348829161324,0.11859173390827726,0.12057143349412716,0.22070352453043898,0.16117866661252295,0.13003873147516964,0.2489159099794641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5558188434443786,0.9419371254755556,0.6450672965941102,0.10282697627080169,0.22009577876631065,0.07278705648600067,0.09149919267202962,0.26320964220336046,0.249581353601497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.2090487378161736,0.33717780915876905,0.8639708032029997,0.2276772838147391,0.1081258032635824,0.1670832749675697,0.13455492414625383,0.10774586544517398,0.2548128483626811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.2777400442817589,0.8940069897391549,0.9249301865710398,0.061913207843305236,0.21402348333003748,0.23568185430009578,0.11293421990603916,0.1283165518882313,0.247130682732291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.4421007568550852,0.8472729339179179,0.19672300118493613,0.050222187246009055,0.1718958867463945,0.2689215727788194,0.13984261080022023,0.11362700306237312,0.25549073936618377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5170968833601183,0.9964842504938362,0.27991091050805983,0.07153763448648413,0.24096340476974198,0.09664526083484469,0.08322475487536243,0.23421134916292802,0.2734175958706387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.21736050138724328,0.1776660738775303,0.33534595837470893,0.13955121109638,0.1564405852204401,0.19151834620578562,0.1817193677353739,0.07234950425863891,0.2584209854833814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.4578849014506132,0.44992118002932335,0.23211077506486089,0.07587457270063623,0.24184119195125092,0.1551594517646788,0.13731256868610459,0.1462994835728454,0.2435127313244841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.2806654313186365,0.7208946202466967,0.19680652987749325,0.14304793796131987,0.14224095628507147,0.15636548569296527,0.19293614495076852,0.11857562586784623,0.24683384924202872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.770499999999998,104.7
0.4767787919386678,0.7424488458197478,0.6136030315697261,0.10300983107163512,0.10750157650558093,0.10155113948371694,0.2514925124100789,0.15028110908045686,0.28616383144853125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5630078828238296,0.5220156155870477,0.45984665564465776,0.058188123302850156,0.18397015111659148,0.12616256941623136,0.25473122477995563,0.07494403498581802,0.30200389639855335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.48639190834399193,0.24888411005043165,0.5865787470197567,0.09448330600642517,0.12470849143632558,0.16034599810810918,0.2511575425593881,0.098074775527903,0.2712298863618489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.47947642765597476,0.666046178896458,0.5356815087499992,0.15462393475384026,0.10624869958352032,0.18003538616448883,0.17614741158082042,0.0778992662285204,0.3050453016888099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.770499999999998,104.7
0.406029017819843,0.7455803831842043,0.5068389029307075,0.18019354795114284,0.14923241426629472,0.10409056341112861,0.18226100249952729,0.12281678974667304,0.26140568212523346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.2104491425597752,0.4787283059219942,0.12392481745706796,0.11512068601910125,0.28386911357215294,0.10351919278521662,0.17082394919773575,0.05170679325003919,0.2749602651757543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.770499999999998,104.7
0.49653138324743507,0.851934820901242,0.9723324479614107,0.06152015681671282,0.1072551992432733,0.12322494348436114,0.2831815025283509,0.12373260985905324,0.30108558806824864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5756840183729086,0.6449895553261833,0.5891802831674964,0.20754524583883846,0.11098983931462683,0.16793386879359892,0.15637210532064946,0.09222009754432706,0.26493884318795935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.770499999999998,104.7
0.442806323605045,0.5966042897879859,0.37951815849112136,0.10318018152224154,0.2598370916688003,0.136534977511848,0.17766119802231098,0.07157956865364769,0.2512069826211515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.2864677384717399,0.5352523762568746,0.7369799663571744,0.09775344329970181,0.13518740289195297,0.1362525503310541,0.2246292448926722,0.14590475908580053,0.26027259949881837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5129104045274714,0.7110001482890685,0.9091130980361504,0.09597863029884308,0.2298277610352761,0.2003484823349801,0.13239473023995227,0.06873831908375427,0.27271207700719435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.37941907807392683,0.7756522232154794,0.8277290646932508,0.11205638617111773,0.2109375602670904,0.1465699499026773,0.15286384473160386,0.07631775549036153,0.30125450343714916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.48989748744768613,0.8267003444946857,0.7576794609622298,0.09459000564923627,0.10335427520604773,0.2503110272724499,0.14527109420221912,0.07334769343968592,0.3331259042303611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.35813721437223955,0.7357095187044738,0.17966305964087637,0.09113370821708071,0.29159311857908266,0.1212663457560184,0.1219921603959764,0.12886527645636867,0.24514939059547308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.285841126285586,0.7810216298347605,0.5983150517183675,0.13258512383765364,0.12494772621850687,0.11845066885979598,0.24826824696878774,0.12668204135391448,0.24906619276134137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.43480516457949503,0.20022785006413402,0.7010695066030229,0.07067457983114638,0.2930653854966074,0.13752924037083697,0.0965165474456544,0.09893390989972847,0.3032803369560263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.46240421345531,0.09984476250917962,0.12453981295630479,0.2585531133660615,0.16092276072116488,0.11222878799741466,0.1296881881576648,0.05417636483749402,0.2844307849202001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.24396388613886855,0.5560278280492635,0.6612711301074412,0.15750583935322776,0.12311686632709452,0.11187751211642102,0.1622944109109409,0.12752743264758065,0.3176779386447352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.47006077428508286,0.0486011804418901,0.8448233218886405,0.0671802774010022,0.267518896486997,0.13206210128181528,0.1344982892097533,0.13296606081898668,0.2657743748014455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5350417134911429,0.09136588971754278,0.8895903692877275,0.09807074274224425,0.11477018046529815,0.25071303242693693,0.2046949401475415,0.0774147460509755,0.25433635816700384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.770499999999998,104.7
0.6181006501610884,0.9555385504666319,0.1119410187749641,0.15564978658168735,0.11751389275304548,0.0909087475051207,0.07046974322015084,0.29414171325242366,0.27131611668757194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5901197437166831,0.08991229560084968,0.48167843458630477,0.21490341478140249,0.1951845364846858,0.1685814390915766,0.09737902313999885,0.08016524419887258,0.2437863423034636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.4916175536537115,0.5580504023867543,0.9617261348045278,0.12239548367661317,0.14959766634222643,0.18301420889871223,0.16674162631100758,0.13177477940026663,0.24647623537117402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.28044076229910975,0.14486829555126302,0.48948215222784297,0.15571525014616525,0.16775274404779614,0.10563330952625424,0.2550881619313877,0.05163390013521061,0.2641766342131861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.45481358872538513,0.06690885529418567,0.7913308313739306,0.14900341904857575,0.19226227674185387,0.09654922356936499,0.22671436983156382,0.09063567749265117,0.2448350333159905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.027501874055707032,0.6283721929551845,0.7659010716241825,0.30215918081762666,0.12411729673142018,0.06414356219453479,0.33069777735578754,0.08714446049747404,0.09173772240315692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5553299859245506,0.1296306000229266,0.3579683794564853,0.07804036890618726,0.3164143231626417,0.1942445992804444,0.10885640129847723,0.054742377707481235,0.24770192964476823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.27888114683279486,0.7039685407105603,0.2176259425917917,0.13265070134165657,0.26059902035892135,0.11876600317375254,0.1496139132763714,0.07419770608049198,0.26417265576880616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.4812294339439862,0.6432806885608896,0.35530504405604646,0.06512671562369315,0.2055857242127459,0.1349609492424954,0.17832181058036672,0.1112187217616887,0.30478607857901013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.39067560110347066,0.27490656955549,0.9441490726511054,0.06356973942290789,0.23527561308931702,0.1392348410116751,0.252606470862331,0.057871227178047366,0.25144210843572157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.31190407647020957,0.6190380294755874,0.7200281680229695,0.08771062888837482,0.15137575956372604,0.22933350326817334,0.20313624603069477,0.06110420499402753,0.2673396572550034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.24641338768263765,0.34065225747724437,0.76102542389242,0.055105892831811464,0.12221694150867747,0.1941613000234328,0.27273258878158924,0.0624354433438441,0.2933478335106449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.29168719277214894,0.7372292296514051,0.33028476618148095,0.0964431467515444,0.16879192032475834,0.2515613939578839,0.1544657378424596,0.05117453382490006,0.2775632672984537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.2755855115224993,0.18751352094018248,0.9298021638923806,0.2503803238068406,0.1574952886894307,0.10965771955851011,0.12632541036501846,0.06520199721955966,0.2909392603606405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.45108380381619695,0.23056530897726712,0.7883155973533608,0.20439476984715066,0.10759670004984627,0.14016026301059278,0.14195120829478067,0.124337114503112,0.2815599442945176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.3512071002541045,0.6628899550669227,0.3556913669359748,0.12347637594273732,0.18660096166886372,0.11468484483347532,0.2262118875555902,0.10106983590456628,0.24795609409476718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5514024550471543,0.8409279416711132,0.34778959193112147,0.19539197633949348,0.10994110602573527,0.14961129079720004,0.1544381484353525,0.1431542543419535,0.24746322406026527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.40980723579724254,0.04062911380582923,0.14446641602501764,0.09787656460341929,0.14061403909932224,0.1325674225044633,0.2800034307269467,0.09319083265281454,0.2557477104130339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.44684318361473263,0.679663662523905,0.5604537835237352,0.10645087451609883,0.16905890325072587,0.12863766970737997,0.1836075007085389,0.13469390226048011,0.27755114955677634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5492991115672461,0.25605485760332714,0.3405825213260415,0.1008425316523448,0.11158952334298743,0.09262038153588319,0.34148464347315166,0.08715286254990355,0.2663100574457292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.5232807478906438,0.2627047658954592,0.30359655480595615,0.18868152318777393,0.1149182331936239,0.1295889381039918,0.19939141352541626,0.12040985465658813,0.24701003733260596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.42829474034906856,0.06255563415077581,0.47781218740060116,0.1914866386968057,0.1323903072282407,0.12156598674587642,0.21560613089049296,0.08084385427981733,0.25810708215876693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.49794273216628904,0.45048584928089885,0.20568678350927871,0.052852566590620695,0.11924116181880283,0.2514906321395264,0.1770657943881381,0.10985267468774777,0.28949717037516426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
0.511037288923866,0.07004642407089845,0.6018099534293472,0.08962642957849894,0.15042524452467512,0.3482260738403454,0.09737728780820615,0.06522713586154856,0.24911782838672575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.163,120.35
