pressure,bias,flow,Al,Fe,Zr,Nb,Ta,Hf,Cu,V,Co,Ni,Ti,Cr,Mo,Mn,W,Hardness,Modulus,
0.20133936350850878,0.11639419051113387,0.1146913881354582,0.12360241571544914,0.24701583614835143,0.19530068671331519,0.13752692797009083,0.15307547743574362,0.14347865601704984,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.04623691861771495,0.6058423150890774,0.08805004920832782,0.20249905706494373,0.123149747665542,0.1135106796648885,0.13132695341360884,0.14724970840986806,0.28226385378114893,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.001962980390733282,0.6071103073842157,0.024040805129034837,0.14425287501340922,0.1524978628456683,0.21861944051547977,0.1689216180205485,0.19976815309429838,0.11594005051059589,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.028476840492464905,0.1477189746729367,0.018047435689894753,0.15986341164726772,0.12657171445275922,0.18311895123874666,0.177448281792361,0.20907467326076523,0.14392296760810014,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.04614033538173756,0.44961924070582293,0.11664429532169063,0.2532727850959266,0.161561545622221,0.15991261488319844,0.05737706009282126,0.12443085588188497,0.24344513842394774,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.05670379167811279,0.5081278917361197,0.11194990430804197,0.22260120572845338,0.08722389724121216,0.21284654659661245,0.12268802473762173,0.16872791606207843,0.1859124096340219,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.0805802677545494,0.23393681883864537,0.08979184592224343,0.16210664948681597,0.1351761400600577,0.13280644212150222,0.2129697033945215,0.16067708852870463,0.19626397640839788,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.1959436582516575,0.14375142495378945,0.05410132866362238,0.20775757273360398,0.10085468165784672,0.16582982938534258,0.1339532494108164,0.16311924267483896,0.22848542413755132,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.1613600796922091,0.4599238165687044,0.033119470473914836,0.20219674641252347,0.15992367587633408,0.24823106646129786,0.05839796201554437,0.18081503490250792,0.15043551433179236,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.1166394797179523,0.1435216737099545,0.010643824485221054,0.1425908039941581,0.21216155187669,0.13303539659598956,0.22627398063464846,0.14231983910803495,0.1436184277904789,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.03792958770135857,0.7870503608075935,0.10150606254853345,0.1304148548952351,0.11913522704242467,0.2046293829923771,0.08158212939647902,0.29227497157133286,0.17196343410215126,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.007023186590766284,0.740684454,0.11233793882355647,0.13110740945524155,0.15607546265235253,0.20494353124312936,0.1710358886669863,0.21411385092045998,0.12272385706183031,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.14250803128659306,0.2171651569324169,0.02939484301073103,0.22171944235386515,0.06822762148569672,0.25282804419716853,0.14258404212597897,0.18541370713580024,0.1292271427014904,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.1729160177719714,0.3425765798290886,0.09431880356095079,0.130173966149445,0.17504355886705003,0.18479528228740785,0.07296413827102918,0.23011995987743009,0.20690309454763792,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.20140972145120994,0.5075492483516303,0.025040551781697284,0.18765511996682457,0.06141746910767629,0.19733408974959218,0.07546418858862998,0.2654543152475765,0.21267481733970037,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.20387557814565083,0.08430493418922635,0.016686809826116256,0.19556254358613545,0.08468680059742163,0.22900839796278902,0.10495806532828357,0.2251536622217043,0.16063053030366606,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.09363996913025863,0.48024766200334024,0.07207007309648339,0.1844580305779248,0.10951512168891424,0.1292231250933308,0.2571863868470032,0.14343368664820788,0.17618364914461906,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.003575014614053962,0.08762535448027065,0.008498745617285364,0.2380994019179647,0.10863944940517317,0.15775793769164304,0.13677591452319787,0.1302295685082367,0.22849772795378462,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.10453422307743065,0.6182249573297619,0.05219419931429148,0.16445384324106718,0.11503508358680095,0.12684472653329498,0.06981164917891701,0.25056772938070776,0.273286968079212,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.1729834749476784,0.035509562262403316,0.003169472076794966,0.16948260694158837,0.07239336258389978,0.1699064062686447,0.09555025536579678,0.29193640503693763,0.20073096380313268,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.17105196895602348,0.09188895516147433,0.00992089495719839,0.1472102748994892,0.17028856516857932,0.17778893626608788,0.1618276160002951,0.16838880572527287,0.1744958019402756,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.1735236250400034,0.8573541687843248,0.08214402829481837,0.18724471463061834,0.21727730398985265,0.13266941242029437,0.06622902009763526,0.16166916856790953,0.23491038029368994,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.1930114738382479,0.6055584096156101,0.03250086218820769,0.20024841121730655,0.07395987778822849,0.169523522659644,0.13268728437658278,0.21423835046451634,0.209342553493722,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.17517808343827534,0.2175315626548746,0.031799382086835415,0.22612710652069443,0.17698519736661417,0.17361491781269114,0.08178127813659385,0.13115884592627935,0.21033265423712708,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.17245704823721408,0.8629590788574608,0.076952211240918,0.2038167406447825,0.15773689666934712,0.21650404466748865,0.08612163519611529,0.1585850829140931,0.17723559990817336,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.12067371795082871,0.2992475673225633,0.006454621842625352,0.12161035231229883,0.19070100726319436,0.14525224752296306,0.14998369073013734,0.19301667597186004,0.19943602619954642,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.18241105526056933,0.21016031014538117,0.09248122688539084,0.17706880560240523,0.14457777994159904,0.22221521063803973,0.05607962448389435,0.20854189273581927,0.1915166865982424,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.05772476173023633,0.8894047692908262,0.11195776460578233,0.11667257895529955,0.20967629252263673,0.12162163564842836,0.2609725947089367,0.15264162287399832,0.1384152752907003,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.18631409618833383,0.6199959543907987,0.11137091961301537,0.10916263533792521,0.19048652658386186,0.262103285914773,0.08814720845068978,0.26005578614135233,0.0900445575713979,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.10030919179057518,0.6163319132243259,0.1051273251264706,0.1954500450401176,0.06814742169810238,0.17762996935775155,0.15868943228741794,0.21063566523765798,0.18944746637895257,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.13519584537491003,0.3922847350668274,0.0386846795388619,0.11187274623175661,0.17546474434811668,0.11062800396020867,0.1724010849427468,0.21972240213849867,0.20991101837867251,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.10410623706769118,0.7699532133687073,0.08636379981046083,0.22171279324306534,0.09018287836825967,0.1552014689557012,0.23293581378221054,0.12358795838256753,0.17637908726819573,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.18428678259919418,0.6605411702032687,0.10575264362614345,0.1785927882996404,0.13038214311315033,0.15643626980934136,0.1698270422481082,0.17365118847507105,0.19111056805468873,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.016852801669637985,0.283408845558352,0.05053653175124062,0.12910026367440014,0.16940646779794047,0.1403478911915736,0.16500452276089553,0.20342854361308774,0.19271231096210262,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.009083272992792768,0.7944063335934868,0.09652827178905088,0.16595311390410192,0.19232459100908972,0.24890196704808212,0.1264794638941009,0.1706578969208294,0.09568296722379598,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.17897273648295076,0.8352947016380804,0.01741381412730736,0.2247269854830068,0.18994143636246044,0.14450833803134772,0.06570847630464309,0.13001477169756342,0.24509999212097866,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.1584249975501063,0.031642808107121834,0.042607456633895424,0.22730160592556153,0.09204101666937117,0.2073277394888126,0.15299078806231836,0.1366176366672598,0.1837212131866765,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.04153197276525522,0.673938894817892,0.008342477339486565,0.2517475957926556,0.1027751239207841,0.2142641294974934,0.05456316675342125,0.16730467417560616,0.2093453098600395,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.13435240868452714,0.5415320036620358,0.057731568564304836,0.13360714131128243,0.13660140176032481,0.2062813774118865,0.056454736757091666,0.28432344150242195,0.18273190125699246,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.1359778193636284,0.833723500403617,0.06699480273855596,0.13365091644881325,0.216829088983651,0.20422822258963227,0.12811924335846075,0.1911227991615241,0.1260497294579186,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.0362716143089441,0.03652750716367448,0.04040371621994143,0.17645738349495602,0.07572076769948409,0.17408978138399617,0.20911964755883572,0.2040057603871707,0.16060665947555725,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.04317980534625121,0.7683262287698724,0.09218279284550923,0.15285029665043004,0.17122048257978753,0.17538540057425275,0.09187658037786932,0.19581403140568435,0.21285320841197605,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.007945711280605838,0.01711423941947643,0.009519212411408073,0.11132919664468659,0.21098848916345442,0.2344168774780597,0.09370705390658092,0.21769976251215384,0.1318586202950644,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.0970250896760042,0.13936402924010594,0.05565962472177999,0.16630366923325882,0.13862193338682907,0.18219483195695807,0.09833844012491268,0.21205351733723185,0.20248760796080947,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.08450677507202176,0.40383342981778425,0.002233603977526477,0.1254287484890617,0.19854453924173548,0.15363184523391116,0.11345616771628814,0.21109060998927429,0.19784808932972928,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.11914694379201918,0.35291747972851717,0.10885188891404651,0.12108147913136685,0.1845729559589967,0.16916559957718846,0.2280345113633894,0.19881749973557458,0.09832795423348405,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.1586631363267038,0.5272269364756264,0.01005643500772524,0.12608912825608504,0.13288997000322264,0.17931403626727094,0.09301480672373058,0.2876311350789201,0.18106092367077067,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.18491392683924723,0.6904709731381699,0.0541547205749251,0.10790536649900771,0.12198363527648101,0.12766948372652404,0.17276920418398736,0.3074301325501002,0.1622421777638995,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.0017730187665563335,0.14244523650216911,0.04374688346470723,0.21839359989155957,0.12221368470830529,0.17971368732708756,0.09726797304001061,0.16172478297746887,0.22068627205556804,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.1744475380125009,0.4514331436470471,0.072023651717531,0.17537566143792924,0.2319034737893972,0.12460090857098684,0.148964693434365,0.13167990613741387,0.18747535662990777,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.14172881911465984,0.23458794096724345,0.053728275005418547,0.16448344466292136,0.12508141791195349,0.24204810252924341,0.16471566415800495,0.20369486858025318,0.09997650215762353,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.1485077811967509,0.3949563856115167,0.020770147284214557,0.1687348983940629,0.11033911567088484,0.15631926587019718,0.1525001685476612,0.21066935799678504,0.20143719352040895,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.08598470223558552,0.3918553288761134,0.03320518933697192,0.23477750285675733,0.22973922507072114,0.14040064923593637,0.07600116388217762,0.12431758047057034,0.1947638784838373,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.010357898449994463,0.4869890206909704,0.11766937199547223,0.1963155947601819,0.08236054120178199,0.13713577894940487,0.24014497365422707,0.15843156742791462,0.18561154400648955,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
0.008459226914658835,0.4454573009867624,0.026744110624255413,0.16042889397920176,0.16424838976145792,0.24276308881031988,0.06890218688281456,0.20737891573046938,0.15627852483573643,0,0,0,0,0,0,0,0,0,23.476814783802524,138.76484208930017,0.169184171
