pressure,bias,flow,Zr,V,Nb,Ti,Hf,Cu,Al,Fe,Co,Ni,Cr,Mo,Mn,W,Ta,Hardness,Modulus,
0.338971693461272,0.4249102618184425,0.35845511396766905,0.15166587683417224,0.2538237816596312,0.18890994242990025,0.14297702828712971,0.26262337078916653,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.48689447949908593,0.19805067457469794,0.3287437822562358,0.25408718083642984,0.19166383473112927,0.21382044265817565,0.09337570287180971,0.24705283890245555,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.22477033305958816,0.6663595078192394,0.7167863990643274,0.18162053892816535,0.20441512827447986,0.20692273733441374,0.09310181039017872,0.3139397850727623,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.5352681344785017,0.08345506729829488,0.36608549224366804,0.13574268207737264,0.2552564927319396,0.23045804154636643,0.13522950512899906,0.24331327851532236,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.3765986273455929,0.183098077972078,0.4770957383870006,0.12433490770076844,0.3122152149503645,0.1116270648194915,0.1320398919786316,0.31978292055074403,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.37746984032919384,0.4365896325312171,0.4382578753514135,0.15555418063753626,0.28466321956615415,0.1419208257146295,0.13251182830690672,0.2853499457747735,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.4741025304406271,0.8280604988132907,0.3946184589420282,0.15771724506528512,0.2668428833040584,0.18426176333550642,0.07240761192132215,0.3187704963738278,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.5221052921709782,0.026609590577737374,0.5571866848536936,0.29868849064259234,0.13621451715252758,0.19466100724522228,0.07805556140171747,0.2923804235579403,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.4742211526164898,0.8521016603921564,0.3005896480787138,0.24243204799274934,0.23547344229570064,0.10586061707623685,0.12263686796941742,0.2935970246658957,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.39623365189654536,0.3044072794086917,0.15196656211447368,0.26149179822025814,0.10169631719493415,0.24781553626552377,0.13499976820061452,0.2539965801186695,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.4692803667517276,0.8449228944498011,0.592625500973356,0.16075456294413415,0.2682459654487091,0.11746132121754971,0.14960447374109662,0.30393367664851045,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.20749865827400782,0.15589158377397327,0.3452046234502557,0.31867872297701705,0.14506735958317687,0.18300621632155167,0.06511881520167931,0.28812888591657515,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.2414553632150327,0.5642460875349907,0.21797860945682468,0.14585991332676407,0.20853061102654585,0.25814573654682516,0.11991502310641676,0.26754871599344815,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.2730056500488587,0.8618820909159975,0.6597487142059283,0.19780636363128032,0.24706904622501,0.1774123416304529,0.08502309117622593,0.2926891573370308,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.5135178102866995,0.08941591083886602,0.650860698469865,0.21472706081384443,0.1773358552645559,0.22309448670077509,0.1264953244828264,0.25834727273799823,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.42633427984463934,0.37373361669219685,0.22284417226366005,0.2974398250197707,0.16860964641807893,0.132371412319821,0.10685703772535421,0.29472207851697513,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.5521566891254143,0.4286221016938324,0.8881532703703368,0.17243167321314426,0.18479458623097486,0.17395131484275042,0.141400941520263,0.3274214841928675,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.5688257249949304,0.7361086924486681,0.7125989796067329,0.23201827769769484,0.1204741904808616,0.2216236343135062,0.10704122502057248,0.3188426724873648,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.3049426494617502,0.5771541707292026,0.455643214268172,0.1911953392613495,0.23035612383422827,0.24023928328955652,0.093657620833003,0.2445516327818627,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.3086093676169154,0.4962544613474532,0.27584711240196835,0.16731393846561124,0.33330975548783776,0.09691459559257184,0.09099808777117781,0.3114636226828013,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.46899311672141786,0.7273404097267656,0.1483361277419284,0.27205099460325,0.20263353905199324,0.14559184360436306,0.13607840079745204,0.24364522194294178,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.45669248741129265,0.3699725865223292,0.8433852056566132,0.22440420425786606,0.2826966430167486,0.11106354593298616,0.1358241790274895,0.24601142776490978,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.3819362773334606,0.0514009238222678,0.9237429623408104,0.2673094974749052,0.09959249040413251,0.1849594165602346,0.13321310640966846,0.3149254891510592,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.37773281705024286,0.971665257989398,0.6352722088604795,0.16265615148450496,0.20518446895800152,0.08864195307322387,0.2735456875106355,0.2699717389736342,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.3935726496171379,0.28879492120744754,0.9943650044806158,0.13719403435928534,0.1820050872006758,0.24785608230842113,0.1280966291097549,0.3048481670218628,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.4102140468950656,0.34636707048674253,0.5995512347320127,0.27360768339653224,0.10091878848159574,0.1906571337987239,0.12989358616292615,0.30492280816022205,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.4735521260159121,0.9520439877170445,0.656429685487522,0.18051690480440116,0.1126130056113888,0.09380030135002766,0.31280945827151485,0.30026032996266755,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.40484113915002595,0.5948752960696629,0.933793129327242,0.29524203464418997,0.2072887388266932,0.15777144428774545,0.06514288824954823,0.27455489399182315,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.4447880013125901,0.37135122921745833,0.9716569424167716,0.10913056544644739,0.3231402739485704,0.14028179460712514,0.08956805987458889,0.3378793061232681,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.5003449940496578,0.4155450347836652,0.6211009578180393,0.23680491626589428,0.25059440451577003,0.18944358926355576,0.06810107671300288,0.2550560132417771,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.5763994996938006,0.396046377539506,0.957273852737562,0.31489356050623546,0.12614485377558315,0.0994000681326119,0.13115628574615776,0.3284052318394117,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.38814400262697746,0.027821278311820907,0.9134140241625396,0.31374894863503744,0.12767357234112794,0.14085908627052965,0.14140714690861855,0.2763112458446864,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.5700284688935914,0.970327964824362,0.7100915161611357,0.2344567288976293,0.14171128142623374,0.06777226284157775,0.290604667747393,0.2654550590871662,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.39668373410241475,0.1534259536105963,0.29323951046243857,0.31484869983984465,0.13448601978584762,0.222511475857268,0.07497266591977833,0.2531811385972615,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.22457631938504752,0.45672798454593944,0.8765827395853055,0.11909748151246212,0.33076519040724006,0.1505068041610729,0.09135616252701627,0.30827436139220865,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.47861380033328826,0.060253629906186656,0.7241970134148257,0.19631678800839267,0.22071291858541,0.269547586294046,0.06692888443609173,0.24649382267605946,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.287870156762695,0.25921529482960004,0.6273555036646373,0.1656788508324559,0.14428160272038298,0.28326435264934735,0.1362771343119566,0.2704980594858572,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.3028509807873909,0.4147984622736077,0.2041407645277158,0.18862280573930346,0.09538883318446943,0.3299003204479398,0.08147692990325651,0.3046111107250307,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.3230427762738076,0.9787708074778971,0.9929977515369823,0.18880983843315793,0.20680605179421552,0.06150146879237725,0.2617610268317342,0.28112161414851516,0,0,0,0,0,0,0,0,0,0,11.770499999999998,104.7,0.112421203
0.44499728216835066,0.1849263558660006,0.34814539807279543,0.18040422109921034,0.1392902611892972,0.2878706093884994,0.13236625676339514,0.260068651559598,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.4260324797599633,0.42164388984242984,0.43738611593975985,0.16353877859634605,0.30298879942325396,0.20040332929226623,0.08800711134423511,0.24506198134389864,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.23817526878006934,0.7911565801799428,0.6328781420815118,0.299982190602252,0.186840931841575,0.13199220040600962,0.1359847631114886,0.2451999140386749,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.4561028163142562,0.1938532532203635,0.39726450900589416,0.2099869129157017,0.21466398699608322,0.23774407441129655,0.062055898288943714,0.27554912738797477,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.5288303271009873,0.11391321539939236,0.20136675912090318,0.1826451910764398,0.2981431839543678,0.12044165949319377,0.10529417154298565,0.2934757939330131,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.2707882768898736,0.1018960528488776,0.5081307276533897,0.27855035069679074,0.10880397901255034,0.22841542392171402,0.06867419329504165,0.3155560530739033,0,0,0,0,0,0,0,0,0,0,11.770499999999998,104.7,0.112421203
0.33003334845332943,0.6740302476905838,0.49803985002475737,0.20017875249750955,0.205451476929884,0.19349824171034072,0.08919048718088268,0.3116810416813829,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.31503343688566543,0.6492705030312632,0.2891780863062716,0.28563057563656297,0.1796010801268505,0.1051250352093022,0.13687898726187633,0.292764321765408,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.39148459400785696,0.5862148445950562,0.6580930600522717,0.23749973565462693,0.1340994281468428,0.27144659083507966,0.07662686427076722,0.28032738109268346,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.3020066302436374,0.15814462015002229,0.630423320768641,0.2674948387093926,0.21284463963286232,0.16440434311038435,0.10784990942658791,0.24740626912077282,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.4439493371876584,0.6284889271937726,0.2420102330543462,0.2721922569401395,0.26203607964830306,0.1202485690430408,0.09660196776543205,0.2489211266030846,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.5783720400915928,0.4428762705746714,0.8513030203865236,0.17636095405479674,0.3021506133989308,0.11783099904490778,0.10223973047763238,0.30141770302373233,0,0,0,0,0,0,0,0,0,0,11.770499999999998,104.7,0.112421203
0.3931064944442251,0.8642670621055955,0.7817646261405692,0.2270381364293362,0.22189923501755504,0.2394758399582163,0.06400587170282984,0.24758091689206246,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.32074556821284483,0.7289609707357056,0.6851233227168055,0.17850014782894918,0.10335048028520884,0.24211851706146661,0.142782968167134,0.3332478866572413,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.5787075279133885,0.7062261875699984,0.310304546669539,0.23639149404729076,0.22973752081073318,0.22411437328898737,0.06549593693233914,0.2442606749206495,0,0,0,0,0,0,0,0,0,0,11.770499999999998,104.7,0.112421203
0.3834895985433614,0.08655910956122304,0.9417500188619325,0.1968473234337218,0.2448140697005036,0.16349932234057385,0.12753044711923306,0.2673088374059677,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.22434683726835059,0.087559460460091,0.5834534025607025,0.28960044313254263,0.15451879817132746,0.12767761210222855,0.13823536415953638,0.28996778243436505,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.37394684942805967,0.4083514516151061,0.7134910156739671,0.23385055910510938,0.18604011898826578,0.15356695302053855,0.13403909926719343,0.2925032696188929,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.25144299765672773,0.3361476838242675,0.8962675481440848,0.19074487469402684,0.20327765344591847,0.27199569364024545,0.05924228779344996,0.27473949042635926,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.3054634343246514,0.8593499541585725,0.7650329956630154,0.32323749376677385,0.14028410961591523,0.11252350489920902,0.1125934881576368,0.31136140356046516,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.262578807982245,0.7051534328366322,0.15071241900432308,0.17086598374621345,0.10242309792889868,0.23174384288953945,0.15433401504634134,0.3406330603890071,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.574961619307149,0.5705331540153645,0.9006323512533594,0.1999636647966704,0.19449369496765284,0.22324673712805015,0.134523115798889,0.2477727873087376,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.3930798776189762,0.42190363803538855,0.33104562137872195,0.11607510903568884,0.22097483028931797,0.28150511518555926,0.06959640254444593,0.3118485429449881,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.2973981845758159,0.4820087628354972,0.8403408949398385,0.1565371438656402,0.23159425690082006,0.1477077155014032,0.14174749243695278,0.3224133912951839,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.3944231919984681,0.4135071502753239,0.1229739292636316,0.1393759100385127,0.2847331297121149,0.18156423323201235,0.0994240994753145,0.2949026275420456,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.38957327097965433,0.018380212297272158,0.6242649993977024,0.28335904025749636,0.26928388746575443,0.13477348689832502,0.0582109031691082,0.25437268220931586,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.29960622949646976,0.7031916250727273,0.7750171008012247,0.15971111161343834,0.15426339057580354,0.24286305420076565,0.14336120164342825,0.29980124196656416,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.2686856983265078,0.5116267957983793,0.21512505607062782,0.1711128054095598,0.3004223000332576,0.14502920818743067,0.1028663444899528,0.2805693418797991,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.5367024169209308,0.5531464248775662,0.8197311978792369,0.18573235630236826,0.20118482134540935,0.2582943827945059,0.07054242579082949,0.284246013766887,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.3914951249270423,0.8383293981576334,0.37977160758944906,0.153272560028428,0.15324391656922218,0.20653412498783286,0.15328346099587178,0.3336659374186452,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.2598481210041236,0.2885267533349374,0.8945247929062878,0.19557195902852037,0.28764381349295115,0.14409438988261192,0.12676746660148674,0.24592237099442985,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.5245212821322949,0.7908437620205379,0.8694635764135348,0.29788111829535535,0.15201467281041595,0.2366206804899711,0.06081233575188804,0.25267119265236954,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.46495294378488405,0.15672639565421032,0.3743273505905905,0.21021349066611464,0.10851152190476641,0.31988047355402316,0.052689475532830536,0.3087050383422652,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.22890236323207402,0.8494762476365502,0.8098767579277261,0.24713123372044885,0.16353978826357393,0.23953608530053022,0.07932409947608557,0.27046879323936146,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.42282434832542637,0.42463061752531084,0.7588981535545931,0.11752422094645525,0.22630670303003933,0.3319419288423529,0.06913604131878825,0.25509110586236433,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.4752492422679171,0.8805033083052315,0.20675842340937756,0.12027274977597018,0.16768790015227983,0.24146953231526475,0.13322589299803436,0.3373439247584509,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.411271504610512,0.520339954535797,0.836003960166832,0.14582101412424128,0.26475036850180006,0.20224628922805468,0.13398716930578622,0.2531951588401178,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.4274321805073734,0.1434042810941153,0.9305238886593553,0.12072112555742225,0.14155915931142507,0.31269083396986486,0.08977284616341202,0.3352560349978759,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.5153508039844087,0.4034750586779481,0.7240715186784327,0.1501741759876651,0.18747391630031102,0.2831277076152563,0.08794615331463107,0.29127804678213653,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.22555815699250603,0.35197465140203155,0.4661189981275913,0.238297720780181,0.24733768329252429,0.12674618459306794,0.10479115805969266,0.2828272532745342,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.2511838576447678,0.5726600959625645,0.4472219470219261,0.2589266617300476,0.13118792736407175,0.22287627039712662,0.051593328769886475,0.3354158117388676,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.5519601224881308,0.20176168038457787,0.8532099340396437,0.23696130759565168,0.2445106299380284,0.1093030499060025,0.1273042837498817,0.2819207288104358,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.5701535993637515,0.7464440790036425,0.36328735026738024,0.19210578467043762,0.26416244241381936,0.13756002021613095,0.12977902727282498,0.276392725426787,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.40174257898423216,0.12485996022641932,0.8791550181372942,0.194093470166047,0.18054349131382869,0.21287962446496342,0.08617823688035606,0.32630517717480473,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.22754658398134764,0.37261411146388246,0.9291642180164146,0.32433797410234677,0.18545895312568153,0.11499720362917525,0.1192226148922481,0.2559832542505484,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
0.2787219942096244,0.5934767463814782,0.5719577528472701,0.18659478808264976,0.15259831082354952,0.24478724661410706,0.07138150169871463,0.34463815278097915,0,0,0,0,0,0,0,0,0,0,12.72675,120.35,0.105747819
